,Date,KWH00,KWK00,KWN00,KWU00,KWZ00,KWH01,KWK01,KWN01,KWU01,KWZ01,KWH02,KWK02,KWN02,KWU02,KWZ02,KWH03,KWK03,KWN03,KWU03,KWZ03,KWH04,KWK04,KWN04,KWU04,KWZ04,KWH05,KWK05,KWN05,KWU05,KWZ05,KWH06,KWK06,KWN06,KWU06,KWZ06,KWH07,KWK07,KWN07,KWU07,KWZ07,KWH08,KWK08,KWN08,KWU08,KWZ08,KWH09,KWK09,KWN09,KWU09,KWZ09,KWH10,KWK10,KWN10,KWU10,KWZ10,KWH11,KWK11,KWN11,KWU11,KWZ11,KWH12,KWK12,KWN12,KWU12,KWZ12,KWH13,KWK13,KWN13,KWU13,KWZ13,KWH14,KWK14,KWN14,KWU14,KWZ14,KWH15,KWK15,KWN15,KWU15,KWZ15,KWH16,KWK16,KWN16,KWU16,KWZ16,KWH17,KWK17,KWN17,KWU17,KWZ17,KWH18,KWK18,KWN18,KWU18,KWZ18,KWH19,KWK19,KWN19,KWU19,KWZ19,KWH20,KWK20,KWN20,KWU20,KWZ20,KWH21,KWK21,KWN21,KWU21,KWZ21,KWH22,KWK22,KWN22,KWU22,KWZ22,KWH23,KWK23,KWN23,KWU23,KWZ23,PnL,PNL,IS_ROLLING,Day
2010,2006-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-104.5,-78.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-183.25,-9162.5,,
2011,2006-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-55.75,-132.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-188.25,-9412.5,,
2012,2006-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-60.75,-128.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-189.5,-9475.0,,
2013,2006-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33.25,-158.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-192.0,-9600.0,,
2014,2006-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.5,-255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-184.5,-9225.0,,
2015,2006-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.25,-265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-195.75,-9787.5,,
2016,2006-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.25,-252.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-193.25,-9662.5,,
2017,2006-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.5,-312.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-187.0,-9350.0,,
2018,2006-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,-288.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-190.75,-9537.5,,
2019,2006-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5,-243.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-198.25,-9912.5,,
2020,2006-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.75,-223.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-192.0,-9600.0,,
2021,2006-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,-265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-197.0,-9850.0,,
2022,2006-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,-265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-197.0,-9850.0,,
2023,2006-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,-238.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-190.75,-9537.5,,
2024,2006-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.25,-167.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-190.75,-9537.5,,
2025,2006-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-44.5,-170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-214.5,-10725.0,,
2026,2006-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.25,-217.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-208.25,-10412.5,,
2027,2006-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5,-213.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-198.25,-9912.5,,
2028,2006-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70.75,-133.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-204.5,-10225.0,,
2029,2006-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-27.0,-178.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-205.75,-10287.5,,
2030,2006-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-42.0,-163.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-205.75,-10287.5,True,1.0
2031,2006-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-42.0,-2100.0,True,1.0
2032,2006-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-62.0,-170.5,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-227.25,-11362.5,True,2.0
2033,2006-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-62.0,-143.5,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-200.25,-10012.5,True,2.0
2034,2006-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-60.5,-135.5,-1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-197.25,-9862.5,True,3.0
2035,2006-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-60.5,-147.5,-1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.25,-10462.5,True,3.0
2036,2006-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.5,-178.25,16.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-238.0,-11900.0,True,4.0
2037,2006-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.5,-157.75,16.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-217.5,-10875.0,True,4.0
2038,2006-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,-203.75,66.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-224.0,-11200.0,True,5.0
2039,2006-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,-192.25,66.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-212.5,-10625.0,True,5.0
2040,2006-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-174.75,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-116.75,-5837.5,,
2041,2006-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-178.5,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-125.5,-6275.0,,
2042,2006-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-188.5,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-130.5,-6525.0,,
2043,2006-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-126.0,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-124.25,-6212.5,,
2044,2006-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81.0,-40.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-121.75,-6087.5,,
2045,2006-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-102.25,-13.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-115.5,-5775.0,,
2046,2006-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-97.25,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99.25,-4962.5,,
2047,2006-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.0,-33.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-109.25,-5462.5,,
2048,2006-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.0,-93.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-114.25,-5712.5,,
2049,2006-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-39.75,-75.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-115.5,-5775.0,,
2050,2006-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,-115.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-115.5,-5775.0,,
2051,2006-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,-130.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-124.25,-6212.5,,
2052,2006-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.25,-179.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-129.25,-6462.5,,
2053,2006-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.25,-179.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-129.25,-6462.5,,
2054,2006-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.75,-202.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-129.25,-6462.5,,
2055,2006-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,-189.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-135.5,-6775.0,,
2056,2006-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.75,-129.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-134.25,-6712.5,,
2057,2006-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.75,-155.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-138.0,-6900.0,,
2058,2006-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.5,-220.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-134.25,-6712.5,,
2059,2006-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.75,-189.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-141.75,-7087.5,,
2060,2006-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71.0,-67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-138.0,-6900.0,,
2061,2006-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-61.0,-93.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-154.25,-7712.5,,
2062,2006-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84.75,-60.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-145.5,-7275.0,,
2063,2006-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.25,-58.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-145.5,-7275.0,,
2064,2006-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-103.5,-48.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-151.75,-7587.5,,
2065,2006-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-26.0,-123.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-149.25,-7462.5,,
2066,2006-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.5,-143.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-151.75,-7587.5,,
2067,2006-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-42.25,-114.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-156.75,-7837.5,,
2068,2006-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.0,-60.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-151.75,-7587.5,,
2069,2006-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-128.5,-8.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-136.75,-6837.5,,
2070,2006-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-111.0,-37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-148.0,-7400.0,,
2071,2006-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-118.5,-35.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-154.25,-7712.5,,
2072,2006-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.75,-63.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-138.0,-6900.0,,
2073,2006-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-128.5,-20.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-149.25,-7462.5,,
2074,2006-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-112.25,-44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-156.75,-7837.5,,
2075,2006-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-116.0,-39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-155.5,-7775.0,,
2076,2006-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-108.5,-40.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-149.25,-7462.5,,
2077,2006-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-116.0,-33.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-149.25,-7462.5,,
2078,2006-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-189.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-189.75,-9487.5,True,1.0
2079,2006-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-189.75,24.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-165.5,-8275.0,True,1.0
2080,2006-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-182.75,25.75,-5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-162.5,-8125.0,True,2.0
2081,2006-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-182.75,19.75,-5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-168.5,-8425.0,True,2.0
2082,2006-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-189.5,10.25,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-176.75,-8837.5,True,3.0
2083,2006-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-189.5,24.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-162.5,-8125.0,True,3.0
2084,2006-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-219.5,12.5,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-159.5,-7975.0,True,4.0
2085,2006-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-219.5,-11.5,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-183.5,-9175.0,True,4.0
2086,2006-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-229.75,-31.5,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-169.75,-8487.5,True,5.0
2087,2006-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-229.75,-20.5,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-158.75,-7937.5,True,5.0
2088,2006-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.75,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.75,3237.5,,
2089,2006-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75,71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.25,3862.5,,
2090,2006-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24.25,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.25,3362.5,,
2091,2006-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,4050.0,,
2092,2006-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.5,3675.0,,
2093,2006-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.75,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.75,3737.5,,
2094,2006-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,70.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.25,3862.5,,
2095,2006-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,3800.0,,
2096,2006-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.75,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.25,3862.5,,
2097,2006-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.75,32.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.5,3925.0,,
