,Date,CCH00,CCZ00,CCK00,CCH01,CCN00,CCK01,CCU00,CCN01,CCU01,CCZ01,CCH02,CCK02,CCN02,CCU02,CCZ02,CCH03,CCK03,CCN03,CCU03,CCZ03,CCH04,CCK04,CCN04,CCU04,CCZ04,CCH05,CCK05,CCN05,CCU05,CCZ05,CCH06,CCK06,CCN06,CCU06,CCZ06,CCH07,CCK07,CCN07,CCU07,CCZ07,CCH08,CCK08,CCN08,CCU08,CCZ08,CCH09,CCK09,CCN09,CCU09,CCZ09,CCH10,CCK10,CCN10,CCU10,CCZ10,CCH11,CCK11,CCN11,CCU11,CCZ11,CCH12,CCK12,CCN12,CCU12,CCZ12,CCH13,CCK13,CCN13,CCU13,CCZ13,CCH14,CCK14,CCN14,CCU14,CCZ14,CCH15,CCK15,CCN15,CCU15,CCZ15,CCH16,CCK16,CCN16,CCU16,CCZ16,CCH17,CCK17,CCN17,CCU17,CCZ17,CCH18,CCK18,CCN18,CCU18,CCZ18,CCH19,CCK19,CCN19,CCU19,CCZ19,CCH20,CCK20,CCN20,CCU20,CCZ20,CCH21,CCK21,CCN21,CCU21,CCZ21,CCH22,CCK22,CCN22,CCU22,CCZ22,CCH23,CCK23,CCN23,CCU23,CCZ23,PnL,PNL,IS_ROLLING,Day
1722,2005-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.0,,,,-525.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-257.0,-2570.0,,
1723,2005-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.0,,,,-670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-242.0,-2420.0,,
1724,2005-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.0,,,,-700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-257.0,-2570.0,,
1725,2006-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.0,,,,-700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-257.0,-2570.0,,
1726,2006-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.0,,,,-900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-247.0,-2470.0,,
1727,2006-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643.0,,,,-895.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-252.0,-2520.0,,
1728,2006-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.0,,,,-775.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-257.0,-2570.0,,
1729,2006-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678.0,,,,-935.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-257.0,-2570.0,,
1730,2006-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.0,,,,-715.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-267.0,-2670.0,,
1731,2006-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.0,,,,-785.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-267.0,-2670.0,,
1732,2006-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.0,,,,-785.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-272.0,-2720.0,,
1733,2006-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558.0,,,,-825.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-267.0,-2670.0,,
1734,2006-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.0,,,,-775.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-262.0,-2620.0,,
1735,2006-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.0,,,,-775.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-262.0,-2620.0,,
1736,2006-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778.0,,,,-1040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-262.0,-2620.0,,
1737,2006-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,913.0,,,,-1175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-262.0,-2620.0,,
1738,2006-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688.0,,,,-950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-262.0,-2620.0,,
1739,2006-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663.0,,,,-920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-257.0,-2570.0,,
1740,2006-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578.0,,,,-850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-272.0,-2720.0,,
1741,2006-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.0,,,,-460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-282.0,-2820.0,,
1742,2006-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.0,,,,-535.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-287.0,-2870.0,,
1743,2006-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.0,,,,-630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-282.0,-2820.0,,
1744,2006-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.0,,,,-480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-282.0,-2820.0,,
1745,2006-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.0,,,,-600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-292.0,-2920.0,,
1746,2006-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.0,,,,-640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-297.0,-2970.0,,
1747,2006-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.0,,,,-560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-302.0,-3020.0,,
1748,2006-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.0,,,,-490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-302.0,-3020.0,,
1749,2006-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.0,,,,-585.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-292.0,-2920.0,,
1750,2006-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.0,,,,-590.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-287.0,-2870.0,,
1751,2006-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.0,,,,-795.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-287.0,-2870.0,,
1752,2006-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.0,,,,-820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-287.0,-2870.0,True,1.0
1753,2006-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.0,637.0,,,-816.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.0,3480.0,True,2.0
1754,2006-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.0,637.0,,,-819.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.0,3450.0,True,3.0
1755,2006-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.0,541.0,,,-757.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.0,3430.0,True,4.0
1756,2006-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.0,505.0,,,-747.0,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.0,3820.0,True,5.0
1757,2006-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.0,,,,165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.0,6300.0,,
1758,2006-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.0,,,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625.0,6250.0,,
1759,2006-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.0,,,,215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.0,6300.0,,
1760,2006-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.0,,,,215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.0,6300.0,,
1761,2006-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.0,,,,435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.0,6200.0,,
1762,2006-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.0,,,,275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.0,6200.0,,
1763,2006-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.0,,,,385.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.0,6200.0,,
1764,2006-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.0,,,,365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625.0,6250.0,,
1765,2006-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,475.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625.0,6250.0,,
1766,2006-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.0,,,,350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.0,6200.0,,
1767,2006-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.0,,,,425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.0,6200.0,,
1768,2006-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.0,6200.0,,
1769,2006-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,,,,370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.0,6200.0,,
1770,2006-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.0,,,,375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615.0,6150.0,,
1771,2006-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.0,,,,385.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615.0,6150.0,,
1772,2006-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.0,,,,190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.0,6200.0,,
1773,2006-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.0,,,,210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615.0,6150.0,,
1774,2006-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.0,,,,295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615.0,6150.0,,
1775,2006-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.0,,,,410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615.0,6150.0,,
1776,2006-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.0,,,,420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605.0,6050.0,,
1777,2006-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.0,,,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610.0,6100.0,,
1778,2006-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.0,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.0,6200.0,,
1779,2006-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.0,,,,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.0,6200.0,,
1780,2006-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.0,,,,210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.0,6200.0,,
1781,2006-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.0,,,,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.0,6200.0,,
1782,2006-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.0,,,,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615.0,6150.0,,
1783,2006-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.0,,,,210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610.0,6100.0,,
1784,2006-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.0,,,,185.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.0,6000.0,,
1785,2006-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.0,,,,210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595.0,5950.0,,
1786,2006-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.0,,,,210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585.0,5850.0,,
1787,2006-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.0,,,,190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.0,5900.0,,
1788,2006-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.0,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.0,5900.0,,
1789,2006-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.0,,,,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570.0,5700.0,,
1790,2006-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.0,,,,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575.0,5750.0,,
1791,2006-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.0,,,,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565.0,5650.0,,
1792,2006-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.0,,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575.0,5750.0,,
1793,2006-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.0,,,,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565.0,5650.0,,
1794,2006-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.0,,,,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560.0,5600.0,,
1795,2006-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0,,,,405.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.0,5500.0,True,1.0
1796,2006-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0,216.0,,,425.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757.0,7570.0,True,2.0
1797,2006-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.0,212.0,,,440.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,788.0,7880.0,True,3.0
1798,2006-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,158.0,,,472.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,788.0,7880.0,True,4.0
1799,2006-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,158.0,,,472.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,788.0,7880.0,True,5.0
1800,2006-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.0,,,,-21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.0,2250.0,,
1801,2006-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.0,,,,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.0,2200.0,,
1802,2006-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.0,,,,-56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.0,2250.0,,
1803,2006-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.0,,,,-96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.0,2150.0,,
1804,2006-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.0,,,,-56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.0,2250.0,,
1805,2006-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.0,,,,-151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.0,2350.0,,
1806,2006-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581.0,,,,-346.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.0,2350.0,,
1807,2006-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581.0,,,,-346.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.0,2350.0,,
1808,2006-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.0,,,,-261.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.0,2250.0,,
1809,2006-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551.0,,,,-331.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.0,2200.0,,
1810,2006-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601.0,,,,-381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.0,2200.0,,
