,Date,LTF00,LTK00,LTH00,LTN00,LTU00,LTX00,LTF01,LTH01,LTK01,LTN01,LTU01,LTX01,LTF02,LTH02,LTK02,LTN02,LTU02,LTX02,LTF03,LTH03,LTK03,LTN03,LTU03,LTX03,LTF04,LTH04,LTK04,LTN04,LTU04,LTX04,LTF05,LTH05,LTK05,LTN05,LTU05,LTX05,LTF06,LTH06,LTK06,LTN06,LTU06,LTX06,LTF07,LTH07,LTK07,LTN07,LTU07,LTX07,LTF08,LTH08,LTK08,LTN08,LTU08,LTX08,LTF09,LTH09,LTK09,LTN09,LTU09,LTX09,LTF10,LTH10,LTK10,LTN10,LTU10,LTX10,LTF11,LTH11,LTK11,LTN11,LTU11,LTX11,LTF12,LTH12,LTK12,LTN12,LTU12,LTX12,LTF13,LTH13,LTK13,LTN13,LTU13,LTX13,LTF14,LTH14,LTK14,LTN14,LTU14,LTX14,LTF15,LTH15,LTK15,LTN15,LTU15,LTX15,LTF16,LTH16,LTK16,LTN16,LTU16,LTX16,LTF17,LTH17,LTK17,LTN17,LTU17,LTX17,LTF18,LTH18,LTK18,LTN18,LTU18,LTX18,LTF19,LTH19,LTK19,LTN19,LTU19,LTX19,LTF20,LTH20,LTK20,LTN20,LTU20,LTX20,LTF21,LTH21,LTK21,LTN21,LTU21,LTX21,LTF22,LTH22,LTK22,LTN22,LTU22,LTX22,LTF23,LTH23,LTK23,LTN23,LTU23,LTX23,PnL,PNL,IS_ROLLING,Day
1331,2004-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,541.5,-5932.5,-2527.0,-51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7969.0,-7969.0,True,2.0
1332,2004-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,774.0,-5774.5,-2767.0,-201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7968.5,-7968.5,True,3.0
1333,2004-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,909.0,-5489.5,-2973.0,-507.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8060.5,-8060.5,True,4.0
1334,2004-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,956.0,-5281.5,-3021.0,-675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8021.5,-8021.5,True,5.0
1335,2004-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,-5121.5,,-807.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5929.0,-5929.0,,
1336,2004-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,-4306.5,,-1435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5741.5,-5741.5,,
1337,2004-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,-3241.5,,-2345.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5586.5,-5586.5,,
1338,2004-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,-2156.5,,-3435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5591.5,-5591.5,,
1339,2004-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,-1721.5,,-3960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5681.5,-5681.5,,
1340,2004-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,-1691.5,,-4010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5701.5,-5701.5,,
1341,2004-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,-1651.5,,-4070.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5721.5,-5721.5,,
1342,2004-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,583.5,,-6355.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5771.5,-5771.5,,
1343,2004-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,-666.5,,-5130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5796.5,-5796.5,,
1344,2004-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,-766.5,,-5030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5796.5,-5796.5,,
1345,2004-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,83.5,,-5880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5796.5,-5796.5,,
1346,2004-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,483.5,,-6185.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5701.5,-5701.5,,
1347,2004-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,1283.5,,-6835.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5551.5,-5551.5,,
1348,2004-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,4283.5,,-8335.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4051.5,-4051.5,,
1349,2004-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,4433.5,,-8385.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3951.5,-3951.5,,
1350,2004-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,2858.5,,-7110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4251.5,-4251.5,,
1351,2004-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,4408.5,,-8635.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4226.5,-4226.5,,
1352,2004-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,2633.5,,-6910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4276.5,-4276.5,,
1353,2004-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,583.5,,-5135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4551.5,-4551.5,,
1354,2004-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,583.5,,-5135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4551.5,-4551.5,,
1355,2004-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,583.5,,-5135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4551.5,-4551.5,,
1356,2004-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,2208.5,,-6235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4026.5,-4026.5,,
1357,2004-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,3958.5,,-7885.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3926.5,-3926.5,,
1358,2004-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,2208.5,,-6810.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4601.5,-4601.5,,
1359,2004-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,2058.5,,-6910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4851.5,-4851.5,,
1360,2004-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,2433.5,,-7425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4991.5,-4991.5,,
1361,2004-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,2583.5,,-7560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4976.5,-4976.5,,
1362,2004-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,683.5,,-5885.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5201.5,-5201.5,,
1363,2004-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,2083.5,,-7235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5151.5,-5151.5,,
1364,2004-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,2983.5,,-7710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4726.5,-4726.5,,
1365,2004-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,3558.5,,-8310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4751.5,-4751.5,,
1366,2004-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,3358.5,,-8160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4801.5,-4801.5,,
1367,2004-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,2108.5,,-6910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4801.5,-4801.5,,
1368,2004-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,3333.5,,-7060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3726.5,-3726.5,,
1369,2004-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,3833.5,,-7685.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3851.5,-3851.5,,
1370,2004-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,3833.5,,-7685.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3851.5,-3851.5,,
1371,2004-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,3708.5,,-7860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4151.5,-4151.5,,
1372,2004-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,3908.5,,-8160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4251.5,-4251.5,,
1373,2004-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,4458.5,,-8660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4201.5,-4201.5,,
1374,2004-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,3833.5,,-8095.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4261.5,-4261.5,,
1375,2004-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,2958.5,,-7280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4321.5,-4321.5,True,1.0
1376,2004-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,4258.5,-2781.0,-8036.0,-147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6705.5,-6705.5,True,2.0
1377,2004-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,4297.5,-2771.0,-7952.0,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6512.5,-6512.5,True,3.0
1378,2004-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,4151.5,-2831.0,-7942.0,-162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6783.5,-6783.5,True,4.0
1379,2004-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,4361.5,-2311.0,-8002.0,-402.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6353.5,-6353.5,True,5.0
1380,2004-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2461.0,,-77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2538.0,-2538.0,,
1381,2004-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2511.0,,-627.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3138.0,-3138.0,,
1382,2004-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1786.0,,-972.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2758.0,-2758.0,,
1383,2004-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1386.0,,-1722.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3108.0,-3108.0,,
1384,2004-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1211.0,,-2037.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3248.0,-3248.0,,
1385,2004-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,-611.0,,-2782.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3393.0,-3393.0,,
1386,2004-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.0,,-3812.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3298.0,-3298.0,,
1387,2004-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,989.0,,-4137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3148.0,-3148.0,,
1388,2004-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,1039.0,,-4102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3063.0,-3063.0,,
1389,2004-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1311.0,,-1852.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3163.0,-3163.0,,
1390,2004-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1311.0,,-1852.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3163.0,-3163.0,,
1391,2004-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.0,,-3602.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3388.0,-3388.0,,
1392,2004-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,-361.0,,-2752.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3113.0,-3113.0,,
1393,2004-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,-111.0,,-3077.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3188.0,-3188.0,,
1394,2004-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,-961.0,,-2627.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3588.0,-3588.0,,
1395,2004-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.0,,-4027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4038.0,-4038.0,,
1396,2004-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.0,,-3977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3638.0,-3638.0,,
1397,2004-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,-256.0,,-3352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3608.0,-3608.0,,
1398,2004-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1411.0,,-2352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3763.0,-3763.0,,
1399,2004-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3761.0,,-327.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4088.0,-4088.0,,
1400,2004-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2336.0,,-822.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3158.0,-3158.0,,
1401,2004-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2211.0,,-1052.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3263.0,-3263.0,,
1402,2004-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3261.0,,-302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3563.0,-3563.0,,
1403,2004-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2086.0,,-1177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3263.0,-3263.0,,
1404,2004-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1436.0,,-1852.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3288.0,-3288.0,,
